time,float,internal
196,0.7636904005,880475085613881412
197,0.6677292789,769839444905109794
198,0.8209074893,946441897698399710
199,0.5439680183,627152426080241699
200,0.9178472095,1058205785738198383
201,0.2789937253,321657865548218871
202,0.7442780382,858094155657980129
203,0.7042144882,811904027278500010
204,0.7706968384,888552958551782226
205,0.6538759202,753867609706742893
206,0.8373921444,965447411080987248
207,0.5038162013,580860532837196796
208,0.9249461154,1066390267103174494
209,0.2568569562,296135908377710413
210,0.7062614029,814263959253556125
211,0.7675880646,884968786384668246
212,0.6600675224,761006041046431418
213,0.8302000366,957155475356986404
214,0.5215813625,601342369220877361
215,0.9232767057,1064465568743091030
216,0.2620962724,302176428747496050
217,0.7155867207,825015318693212802
218,0.7530327537,868187655404587108
219,0.6881053746,793331483775960773
220,0.7940805618,915512556107694668
221,0.6050115057,697530775455908046
222,0.8841985596,1019411533683815120
223,0.3788484272,436782498725636494
224,0.8706924967,1003840103374869322
225,0.4165721696,480275012579926878
226,0.8992472493,1036761491721741360
227,0.3352260454,386489316659516216
228,0.8245433124,950633716334873210
229,0.535285062,617141659092377001
230,0.9203933683,1061141306981435406
231,0.2710968389,312553375363470987
232,0.7311323685,842938230300547739
233,0.7273379645,838563580437171245
234,0.7337745645,845984475001639941
235,0.722792976,833323565396919295
236,0.7413441724,854711638725963654
237,0.7094860646,817981741073864900
238,0.7626276784,879249850392126849
239,0.6697987995,772225439663023215
240,0.8183229605,943462138863534750
241,0.5500808234,634200010627194670
242,0.9157200712,1055753362233048903
243,0.285554243,329221627519055641
244,0.7548481641,870280681071936389
245,0.6846939291,789398354927663349
246,0.7987861645,920937746582400306
247,0.5946892633,685630040266215090
248,0.8918255906,1028204901771147306
249,0.3569490142,411534194535706476
250,0.8492847372,979158637078858597
251,0.4736006377,546024359764251927
252,0.9224213726,1063479436748994291
253,0.2647726808,305262117497246606
254,0.7202720007,830417078741897578
255,0.7454769092,859476359761275463
256,0.7020420222,809399344476394583
257,0.7739623788,892317870222066352
258,0.6472950756,746280412487340334
259,0.8447253946,973902072925172914
260,0.4853082886,559522362254880732
261,0.9242013684,1065531632188133143
262,0.2591968366,298833606784947053
263,0.7104511949,819094460630039786
264,0.7611280898,877520942508261091
265,0.6727048466,775575883927264542
266,0.814640233,939216243170395727
267,0.5587056379,644143744707046430
268,0.9122484979,1051750910752526410
269,0.2961893512,341483072411404855
270,0.7713065119,889255864192721208
271,0.6526532735,752457994021090554
272,0.838778819,967046138010934849
273,0.5003469737,576860785742031693
274,0.9249995546,1066451878197331052
275,0.2566889009,295942153871711167
276,0.7059589235,813915224329603466
277,0.7680494107,885500682194167685
278,0.6591531997,759951898730853392
279,0.8312799584,958400540420148529
280,0.5189382798,598295102383113336
281,0.9236729638,1064922423143747014
282,0.2608545132,300744777818017907
283,0.7133949137,822488337273745939
284,0.75651166,872198561296275385
285,0.6815465427,785769665419479275
286,0.8030511555,925854946524480798
287,0.5851919894,674680428856591391
288,0.8981466023,1035492532093918443
289,0.3384733474,390233200898824063
290,0.8284638198,955153753627488935
291,0.5258126206,606220677710074252
292,0.9225347219,1063610119603445102
293,0.2644183126,304853558782303429
294,0.7196546936,829705372187760088
295,0.7464817176,860634824994498236
296,0.7002130227,807290651704910924
297,0.7766845585,895456329752133125
298,0.6417489239,739886134914400416
299,0.8506567975,980740514910349248
300,0.4700472983,541927638374749879
301,0.9216804919,1062625259536347876
302,0.267086582,307929864035185686
303,0.724279957,835037937816129386
304,0.7388844532,851875775554708886
305,0.7138566066,823020632965249265
306,0.7557818017,871357091965528877
307,0.6829299787,787364658593997727
308,0.8011855047,923703997538234807
309,0.5893629795,679489253114190296
310,0.8954527542,1032386736669874808
311,0.346383341,399352802723667468
312,0.8376871117,965787485250066112
313,0.5030794339,580011097873941308
314,0.9249649132,1066411939459600041
315,0.2567978434,296067755951160074
316,0.7061550307,814141320513010860
317,0.7677503822,885155925843060229
318,0.6597460114,760635364142528919
319,0.8305804838,957594101071966023
320,0.5206512118,600269978506479748
321,0.9234220516,1064633141079083495
322,0.2616409351,301651460579517998
323,0.7147843379,824090234312353130
324,0.7543104463,869660734718377019
325,0.6857069285,790566263716091601
326,0.7973978658,919337147240176456
327,0.5977516848,689160771803058123
328,0.8896450501,1025690909670380397
329,0.3632539194,418803255300819249
330,0.8558118849,986683926025647510
331,0.4565722394,526391953241156724
332,0.9180219096,1058407201235156026
333,0.2784534276,321034944670415239
334,0.7433933301,857074156648333787
335,0.7058108414,813744497235503370
336,0.768275021,885760793139178272
337,0.6587054985,759435734468257008
338,0.8318064895,959007589432262115
339,0.517646478,596805756282387940
340,0.9238478267,1065124026399575988
341,0.2603061732,300112584900272930
342,0.7124234168,821368277629426010
343,0.7580422804,873963246429178391
344,0.6786324717,782409970371563325
345,0.8069346282,930332285633062924
346,0.5764271959,664575309997680708
347,0.9033878698,1041535302078703121
348,0.3229294381,372312293634691471
349,0.8089902596,932702267283592482
350,0.5717425721,659174306474012298
351,0.9059561124,1044496284203346240
352,0.3152386488,363445417298218856
353,0.7986939995,920831487619593454
354,0.5948930103,685864944469535769
355,0.8916826714,1028040127181253086
356,0.3573633341,412011872870166383
357,0.8497226917,979663564244857573
358,0.4724679439,544718452755836933
359,0.9221953478,1063218847904958374
360,0.2654790268,306076478968045688
361,0.7214996785,831832494910235540
362,0.743470202,857162783884836865
363,0.7056723648,813584844568719563
364,0.7684858499,886003862386634846
365,0.658286789,758952995242707005
366,0.832297582,959573780494421268
367,0.5164397729,595414520060785988
368,0.9240000153,1065299487899423672
369,0.259828752,299562155680464222
370,0.711575755,820390990122140608
371,0.7593720896,875496412075995141
372,0.6760866408,779474827204057023
373,0.8102759312,934184545737667156
374,0.5687967321,655777984225927170
375,0.9074879357,1046262356236429098
376,0.3106282544,358129994398149252
377,0.7923118652,913473387786676444
378,0.6088489617,701955061041351325
379,0.8811620431,1015910668485359973
380,0.3874473386,446696368628423257
381,0.8781280242,1012412682854792859
382,0.3959710302,456523515883335588
383,0.8849585017,1020287687309510813
384,0.3766857222,434289069658101238
385,0.8687362789,1001584737821223204
386,0.4219241594,486445436682961940
387,0.9024454035,1040448712455036524
388,0.3257394796,375552050905472263
389,0.8126431028,936913708768904016
390,0.563340874,649487808109698319
391,0.9101553546,1049337680849821811
392,0.3025585648,348826275816348778
393,0.7807624548,900157824168985465
394,0.6333380426,730189049037705054
395,0.8592175756,990610420080821043
396,0.4475621134,516003985214448143
397,0.9148259918,1054722558908611335
398,0.2883017672,332389307197346523
399,0.7591802754,875275265400951997
400,0.6764546639,779899128890070178
401,0.8097958809,933631085418715558
402,0.5698980951,657047769254611427
403,0.9069227483,1045610739560361805
404,0.3123313445,360093523654789607
405,0.7946877603,916212608263235750
406,0.6036887586,696005751883843139
407,0.885219973,1020589143127284774
408,0.375940618,433430022965023432
409,0.868054298,1000798467381123192
410,0.4237833247,488588908292498294
411,0.9035067681,1041672382476746774
412,0.322574466,371903038713580604
413,0.8085246656,932165473978079190
414,0.5728063636,660400774622208085
415,0.9053871636,1043840330940819266
416,0.316946616,365414569393267963
417,0.8010183968,923511335298256290
418,0.5897353216,679918534338781306
419,0.8952060166,1032102267579111226
420,0.3471051565,400184999255694734
421,0.8385057172,966731273144834176
422,0.5010313538,577649822229828113
423,0.9249960643,1066447854259906344
424,0.2566998776,295954809089683553
425,0.7059786866,813938009562584065
426,0.7680192885,885465953644811898
427,0.6592129457,760020781217480483
428,0.8312095803,958319399968668706
429,0.5191107915,598493994774125023
430,0.9236486773,1064894422761898797
431,0.2609306534,300832561537160453
432,0.7135296358,822643661337259180
433,0.7562988501,871953208169639909
434,0.681950328,786235198168951573
435,0.8025080892,925228833643365050
436,0.5864087671,676083278097183432
437,0.8973740424,1034601831127565901
438,0.3407473207,392854913624625065
439,0.8311627613,958265421277830934
440,0.5192255346,598626284543949601
441,0.9236324016,1064875658198026982
442,0.2609816767,300891387318875907
443,0.7136198921,822747719696634358
444,0.7561562043,871788748797030124
445,0.6822207963,786547026904878449
446,0.8021436512,924808665264459768
447,0.5872240919,677023283600972515
448,0.8968502438,1033997932507968702
449,0.3422865707,394629548139922175
450,0.8329679547,960346667564917623
451,0.5147896624,593512072073470930
452,0.9241906838,1065519313691809280
453,0.259230376,298872275168137257
454,0.7105109562,819163360702028600
455,0.761035008,877413626514932941
456,0.672884681,775783218797904898
457,0.8144102822,938951127958409581
458,0.5592408454,644760796891643562
459,0.9120149323,1051481627952333906
460,0.2969016736,342304324280317772
461,0.7723789584,890492310791227188
462,0.6504959013,749970713234869043
463,0.8411986397,969836001346287378
464,0.4942589066,569841722273019805
465,0.9248780474,1066311790023953468
466,0.2570709858,296382667734881591
467,0.706646328,814707747719298381
468,0.7669999919,884290784737638103
469,0.6612307159,762347111902906777
470,0.8288172281,955561205653527890
471,0.5249531529,605229778879918458
472,0.9226961586,1063796243462119633
473,0.2639134428,304271483540406596
474,0.7187736088,828689550479665492
475,0.747911,862282675446460694
476,0.6975985035,804276316231319757
477,0.7805328763,899893138114408743
478,0.6338148297,730738747110291009
479,0.858746288,990067062430474902
480,0.4488140731,517447396498948189
481,0.9153060033,1055275974500711101
482,0.2868274174,330689497635885033
483,0.7568625651,872603127345557172
484,0.6808800038,785001198425879388
485,0.8039449696,926885444027110241
486,0.5831845851,672366049289468889
487,0.8993972018,1036934375116707810
488,0.3347829383,385978448912417234
489,0.8240022933,950009963796725363
490,0.5365833016,618638427372708918
491,0.9200481496,1060743296919729028
492,0.2721703425,313791040830878093
493,0.7329464946,845029775318930606
494,0.7242229435,834972205651029386
495,0.738979065,851984855501510829
496,0.713689324,822827769254799706
497,0.7560464294,871662186915423159
498,0.6824288362,786786880622491999
499,0.801862963,924485053755555559
500,0.5878513809,677746498520643576
501,0.8964438991,1033529448890191139
502,0.3434792691,396004635786968825
503,0.834354665,961945435758783964
504,0.5113657445,589564563609837669
505,0.9245220334,1065901333845203428
506,0.2581898595,297672641327166384
507,0.7086530671,817021360341383529
508,0.7639164211,880735669624634901
509,0.6672880539,769330747068891548
510,0.821454416,947072461289820795
511,0.5426681161,625653740969206837
512,0.9182638979,1058686194791680055
513,0.2777046533,320171666769146390
514,0.7421636818,855656468642820525
515,0.7080199796,816291460136810601
516,0.764892446,881860949669993894
517,0.6653783707,767129032224919545
518,0.8238049797,949782476728140980
519,0.5370562399,619183688149641838
520,0.9199192898,1060594731731488466
521,0.2725708231,314252763537650088
522,0.7336210872,845807527681590779
523,0.7230583942,833629571706452526
524,0.7409063254,854206835396165588
525,0.7102673269,818882475205074670
526,0.7614143096,877850931428448519
527,0.6721514674,774937881079390658
528,0.8153463274,940030314619000129
529,0.5570597669,642246184641070054
530,0.9129534771,1052563696446807855
531,0.2940368753,339001436678841301
532,0.7680430077,885493300009761127
533,0.6591659003,759966541603291481
534,0.8312649998,958383294328037192
535,0.5189749496,598337379735211833
536,0.9236678198,1064916492521233755
537,0.2608706404,300763371273828491
538,0.7134234528,822521240567966071
539,0.7564665903,872146599494203588
540,0.6816320858,785868289934426271
541,0.802936206,925722418755023889
542,0.5854497238,674977576423978226
543,0.8979838754,1035304920745076510
544,0.3389526892,390785844416104677
545,0.8290359256,955813346743549674
546,0.5244208307,604616053178287167
547,0.9227934052,1063908361168192332
548,0.2636092251,303920744443921241
549,0.7182417857,828076400271148595
550,0.748770935,863274112943394908
551,0.6960181811,802454328582096867
552,0.7828344289,902546647644286323
553,0.6290173375,725207615211611334
554,0.8634117485,995445972152118962
555,0.4363480339,503075031832016929
556,0.9100091807,1049169153825293433
557,0.3030021454,349337689404755384
558,0.7814098276,900904194135482582
559,0.6319914831,728636571559597942
560,0.8605395191,992134517098666471
561,0.4440416442,511945160540509958
562,0.9134140509,1053094701939100890
563,0.2926286432,337377855603498448
564,0.7658893454,883010296454506152
565,0.6634205672,764871838547745326
566,0.8261867574,952528479397567612
567,0.5313281375,612579635682473284
568,0.9213686269,1062265703590503705
569,0.2680593771,309051420331425671
570,0.7259531255,836966969728763822
571,0.7360971848,848662273812686153
572,0.7187550416,828668143953648908
573,0.7479410576,862317329529673552
574,0.6975433582,804212738026991481
575,0.7806135001,899986091031474606
576,0.6336474352,730545754397731273
577,0.8589119433,990258050022130254
578,0.4483742027,516940260375192564
579,0.9151386751,1055083058205385375
580,0.2873415577,331282260985946701
581,0.7576726315,873537070337706140
582,0.6793378154,783223176223771325
583,0.8060004075,929255202563284223
584,0.5785458772,667017983212053244
585,0.9021730172,1040134672352716193
586,0.3265503978,376486975974757299
587,0.8136863714,938116515537651583
588,0.5609231836,646700400785160869
589,0.9112669531,1050619266664126160
590,0.2991801252,344931200061089867
591,0.7757840981,894418169669763523
592,0.6435895855,742008273266756437
593,0.8487135145,978500062071839309
594,0.4750758739,547725191317208919
595,0.9227015154,1063802419400679223
596,0.263896687,304252165381263190
597,0.7187443346,828655799675144716
598,0.7479583895,862337311802008853
599,0.6975115572,804176073995118231
600,0.7806599837,900039682963705384
601,0.6335509022,730434459394864976
602,0.8590073791,990368080029120172
603,0.4481206964,516647987503336575
604,0.9150415901,1054971126792885539
605,0.2876397705,331626077009865214
606,0.7581415919,874077744788111759
607,0.6784427986,782191292208339384
608,0.8071852202,930621198520814703
609,0.5758577899,663918829584094530
610,0.9037087041,1041905198887445207
611,0.3219713442,371207686580653652
612,0.8077314515,931250960410671992
613,0.5746150088,662486000568618238
614,0.9044006217,1042702925518213832
615,0.3199025076,368822480360502769
616,0.8049901049,928090402960080340
617,0.5808298328,669651204785974759
618,0.9008261911,1038581887588200601
619,0.3305519489,381100450239567955
620,0.8187632245,943969728684167917
621,0.5490430249,633003510316472902
622,0.9161006923,1056192188579672661
623,0.2843827912,327871035512309991
624,0.7529841113,868131574537242694
625,0.6881964459,793436481875274042
626,0.7939537617,915366365496799404
627,0.6052873882,697848846314727647
628,0.8839838938,1019164040869594987
629,0.3794585665,437485941383342789
630,0.8712381224,1004469166906510480
631,0.4150743491,478548143046661464
632,0.8983142451,1035685811080261716
633,0.3379793199,389663626061394087
634,0.8278724072,954471901275587945
635,0.5272488331,607876517989998669
636,0.922252754,1063285032821456415
637,0.2652996633,305869686977752454
638,0.7211882822,831473479438517139
639,0.7439802521,857750831644888923
640,0.7047524554,812524261222415393
641,0.7698827985,887614434384560932
642,0.6555041178,755744793804819548
643,0.8355283366,963298586916891675
644,0.5084567209,586210687660215814
645,0.9247353903,1066147317578396852
646,0.2575194384,296899698334459847
647,0.7074517557,815636342654253167
648,0.7657659455,882868026020017961
649,0.6636633103,765151702215889848
650,0.8258929872,952189785490720498
651,0.5320369152,613396800796703460
652,0.9212024534,1062074118661619164
653,0.2685774249,309648688837278286
654,0.7268412894,837990953035068431
655,0.7346092088,846946754300943729
656,0.7213465209,831655916162814508
657,0.7437211555,857452113625409234
658,0.7052199939,813063296457159376
659,0.7691735902,886796772881444400
660,0.6569186399,757375626735720409
661,0.8338931997,961413402426621317
662,0.5125067255,590880025120984091
663,0.9244212527,1065785141577605577
664,0.2585064209,298037611715449633
665,0.7092191496,817674009062305431
666,0.7630411855,879726591684034092
667,0.6689945385,771298189865881715
668,0.8193311301,944624479262863099
669,0.5477022286,631457677519205393
670,0.9165806403,1056745530927281822
671,0.2829041094,326166231491654406
672,0.7506166849,865402117720259018
673,0.6926077259,798522341392089105
674,0.7877383766,908200514369233244
675,0.6186645186,713271627594626107
676,0.8728993085,1006384384151385760
677,0.4105005911,473274959137960178
678,0.8953624665,1032282642030781544
679,0.3466475243,399657385336116680
680,0.8379871674,966133425855625561
681,0.5023292963,579146248147615606
682,0.9249799252,1066429247093434330
683,0.2567506338,296013326975201899
684,0.7060700595,814043355397508752
685,0.7678799831,885305345453808314
686,0.6594891643,760339239523976088
687,0.830883864,957943874632077177
688,0.5199087136,599413936369171953
689,0.9235334796,1064761608798565873
690,0.2612917493,301248876730851202
691,0.7141679729,823379613807204745
692,0.7552886938,870788577257047007
693,0.6838624264,788439697640890601
694,0.7999200501,922245027754952523
695,0.5921774651,682734134026038711
696,0.8935622653,1030207151313273276
697,0.3519023505,405715787378997745
698,0.843848219,972890758256332189
699,0.4875430886,562098911259957941
700,0.9244258538,1065790446289647640
701,0.25849197,298020951024418160
702,0.7091933244,817644234642172118
703,0.7630811662,879772686242559310
704,0.66891671,771208459769015236
705,0.8194284368,944736666256381107
706,0.547472253,631192533612271692
707,0.9166616252,1056838900182679985
708,0.2826544332,325878374415020927
709,0.750215347,864939406643072291
710,0.6933514365,799379781349253153
711,0.7866763215,906976048181100103
712,0.6209217408,715874027684820771
713,0.8708983506,1004077436730002583
714,0.41600733,479623796877381331
715,0.8988973562,1036358092344377805
716,0.3362593272,387680609496054031
717,0.8257992707,952081737687240959
718,0.5322628903,613657332289661285
719,0.9211486919,1062012135801640680
720,0.2687449835,309841870769720071
721,0.7271281342,838321662554632381
722,0.7341273994,846391265863949084
723,0.7221821352,832619313896406491
724,0.7423498656,855871123967981760
725,0.7076862078,815906647508526625
726,0.7654058246,882452834935076753
727,0.6643710686,765967692014852837
728,0.8250339617,951199396475379542
729,0.5341058178,615782083126770196
730,0.9206961348,1061490373019640057
731,0.27015462,311467070975199553
732,0.7295330748,841094370253206543
733,0.7300639,841706370079337876
734,0.729161227,840665658985213857
735,0.7306949885,842433965517659876
736,0.7280853425,839425248543090449
737,0.7325151832,844532507169709707
738,0.7249657514,835828604939086334
739,0.7377445195,850561521450984528
740,0.7158669107,825338355823780616
741,0.7525854643,867671965895233774
742,0.6889421579,794296229215840560
743,0.7929131857,914166663023873349
744,0.607546903,700453889508269266
745,0.8822045555,1017112603539734655
746,0.3845028076,443301555453921866
747,0.8756434746,1009548192257215436
748,0.4029003259,464512449955969120
749,0.8901151172,1026232860172166430
750,0.3618977228,417239667069377231
751,0.8544327158,985093852292088521
752,0.4601965649,530570515992032996
753,0.9191380402,1059694012299148392
754,0.2749962219,317049057933168922
755,0.7376812094,850488529905639862
756,0.7159782779,825466753440795498
757,0.7524075188,867466808690607483
758,0.6892746444,794679560126342277
759,0.7924479032,913630228916509506
760,0.6085546284,701615717825111461
761,0.8813988028,1016183633889319947
762,0.3867793269,445926203529882514
763,0.877569993,1011769316708020984
764,0.3975313315,458322420812567903
765,0.8861506363,1021662124901709292
766,0.3732844385,430367656526344384
767,0.865589716,997956997730381530
768,0.4304733904,496302028933692927
769,0.9071143871,1045831683973002717
770,0.3117541407,359428052914836398
771,0.7938849368,915287015854975217
772,0.6054370824,698021432038381284
773,0.8838671801,1019029479139145155
774,0.3797901558,437868237849486050
775,0.8715334954,1004809708848505900
776,0.4142625886,477612246956705500
777,0.8978016563,1035094836377140355
778,0.3394892164,391404418187707779
779,0.8296742669,956549304135524894
780,0.5228650476,602822357427446642
781,0.9230656015,1064222182140668971
782,0.2627573382,302938585748484301
783,0.7167489019,826355222437603917
784,0.75117368,866044289362142500
785,0.6915735952,797330069884850964
786,0.7892083633,909895293607086534
787,0.6155265337,709653777377349112
788,0.875618394,1009519276304133375
789,0.4029700417,464592826731869854
790,0.8901651926,1026290593173826378
791,0.3617531533,417072989749029239
792,0.8542848947,984923426105680804
793,0.4605841897,531017416938517452
794,0.9192516574,1059825003975528727
795,0.2746437767,316642716266932118
796,0.7370939187,849811429782180104
797,0.7170099528,826656193542939680
798,0.7507547175,865561258498956802
799,0.6923516651,798227123441133426
800,0.7881030967,908621007982843421
801,0.6178874411,712375718245410548
802,0.8735794396,1007168521866608801
803,0.4086220886,471109193219982163
804,0.894105286,1030833211669053452
805,0.350319787,403891215897603854
806,0.8421045852,970880485371872437
807,0.4919684754,567201034851920718
808,0.9247613301,1066177224061126243
809,0.2574379062,296805698136170684
810,0.7073054334,815467644462821541
811,0.765990492,883126910534453916
812,0.6632215152,764642347239593667
813,0.8264273268,952805837017133842
814,0.5307472413,611909907973650905
815,0.9215020465,1062419525914847280
816,0.2676432918,308571706724875990
817,0.7252383326,836142869664083905
818,0.737290466,850038033379083994
819,0.7166649686,826258453873765426
820,0.7513082781,866199470461990740
821,0.6913233525,797041559784053773
822,0.7895628867,910304031263906863
823,0.6147673383,708778484640620244
824,0.8762652948,1010265102151998851
825,0.4011703832,462517961859832273
826,0.8888610154,1024786979210591110
827,0.3655123097,421407002079730649
828,0.8580783263,989296955037538671
829,0.4505856752,519489914658127109
830,0.9159654307,1056036242511415573
831,0.2847992138,328351138041844894
832,0.7536478999,868896870731236957
833,0.6869521486,792001904740477918
834,0.7956809083,917357630001274961
835,0.6015193617,693504607535591250
836,0.886867131,1022488187109398723
837,0.3712351448,428004981701511631
838,0.8636525646,995723614280220510
839,0.4357002053,502328136204322479
840,0.9097024847,1048815557365732799
841,0.303932334,350410123832878588
842,0.7827626403,902463881023469013
843,0.6291675702,725380821676820202
844,0.8632682336,995280510759740583
845,0.4367339047,503519910514114961
846,0.9101903844,1049378067442814793
847,0.3024522397,348703691229295634
848,0.7806070648,899978671695535550
849,0.6336607981,730561160768187263
850,0.8588987269,990242812498356641
851,0.4484093042,516980729706655614
852,0.9151520804,1055098513484530717
853,0.2873003755,331234781196974372
854,0.757607818,873462345466075620
855,0.6794613847,783365642005924525
856,0.8058363621,929066071111178662
857,0.5789172425,667446138245844089
858,0.9019566547,1039885223431619236
859,0.3271941366,377229156307305265
860,0.8145110943,939067356324965647
861,0.5590062548,644490332425796226
862,0.912117569,1051599960015898494
863,0.2965887045,341943495472071178
864,0.771908226,889949593376380378
865,0.6514438915,751063671529353052
866,0.8401395666,968614973222882291
867,0.4969287783,572919874785392180
868,0.9249651001,1066412154928100604
869,0.2567972556,296067078358521516
